Rk,Player,Nation,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Pos1,Pos2
208,Daniel Bandeira,POR,Hellas Verona,Serie A,23.0,2000.0,14,3,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,MF,
209,Mamady Bangré,BFA,Toulouse,Ligue 1,22.0,2001.0,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10.0,9.0,12.0,0.0,0.89,0.89,0.0,0.89,0.12,0.59,0.71,0.12,0.71,FW,MF
210,Mattia Bani,ITA,Genoa,Serie A,29.0,1993.0,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5.0,37.0,4.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,DF,
211,Léo Baptistão,BRA,Almería,La Liga,30.0,1992.0,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26.0,45.0,88.0,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,FW,
212,Shandon Baptiste,GRN,Brentford,Premier League,25.0,1998.0,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3.0,5.0,1.0,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43,MF,
213,Antonín Barák,CZE,Fiorentina,Serie A,28.0,1994.0,21,8,808,9.0,2,3,5,2,0,0,2,0,1.5,1.5,2.2,3.8,17.0,33.0,64.0,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42,MF,FW
214,Valentín Barco,ARG,Brighton,Premier League,19.0,2004.0,6,3,307,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,0.13,DF,FW
215,Bradley Barcola,FRA,Lyon,Ligue 1,20.0,2002.0,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,FW,
216,Bradley Barcola,FRA,Paris S-G,Ligue 1,20.0,2002.0,25,18,1370,15.2,4,7,11,4,0,0,3,1,4.5,4.5,5.2,9.8,93.0,56.0,216.0,0.26,0.46,0.72,0.26,0.72,0.3,0.34,0.64,0.3,0.64,FW,MF
217,Melvin Bard,FRA,Nice,Ligue 1,22.0,2000.0,32,31,2654,29.5,1,2,3,1,0,0,7,1,0.5,0.5,2.8,3.4,60.0,111.0,99.0,0.03,0.07,0.1,0.03,0.1,0.02,0.1,0.11,0.02,0.11,DF,
218,Nicolò Barella,ITA,Inter,Serie A,26.0,1997.0,37,34,2846,31.6,2,3,5,2,0,0,7,0,5.1,5.1,3.4,8.5,68.0,278.0,144.0,0.06,0.09,0.16,0.06,0.16,0.16,0.11,0.27,0.16,0.27,MF,
219,Kike Barja,ESP,Osasuna,La Liga,26.0,1997.0,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2,FW,MF
220,Ross Barkley,ENG,Luton Town,Premier League,29.0,1993.0,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48.0,163.0,39.0,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27,MF,
221,Aymen Barkok,MAR,Mainz 05,Bundesliga,25.0,1998.0,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14.0,16.0,33.0,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33,MF,FW
222,Harvey Barnes,ENG,Newcastle Utd,Premier League,25.0,1997.0,21,7,802,8.9,5,3,8,5,0,0,2,0,3.6,3.6,3.2,6.8,45.0,34.0,79.0,0.56,0.34,0.9,0.56,0.9,0.4,0.36,0.76,0.4,0.76,FW,MF
223,Leandro Barreiro Martins,LUX,Mainz 05,Bundesliga,23.0,2000.0,31,29,2606,29.0,4,1,5,4,0,0,8,0,4.5,4.5,1.1,5.6,22.0,93.0,46.0,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19,MF,
224,Enzo Barrenechea,ARG,Frosinone,Serie A,22.0,2001.0,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.6,0.6,1.7,2.3,10.0,155.0,24.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,MF,
225,Ander Barrenetxea,ESP,Real Sociedad,La Liga,21.0,2001.0,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56.0,39.0,163.0,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3,FW,MF
226,Pablo Barrios,ESP,Atlético Madrid,La Liga,20.0,2003.0,24,17,1555,17.3,0,1,1,0,0,0,5,0,0.9,0.9,1.9,2.8,37.0,98.0,56.0,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.16,0.05,0.16,MF,
227,Davide Bartesaghi,ITA,Milan,Serie A,17.0,2005.0,6,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,MF
228,Marc Bartra,ESP,Betis,La Liga,32.0,1991.0,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,DF,
229,Federico Baschirotto,ITA,Lecce,Serie A,26.0,1996.0,37,37,3294,36.6,0,1,1,0,0,0,3,1,1.7,1.5,0.7,2.1,28.0,96.0,3.0,0.0,0.03,0.03,0.0,0.03,0.05,0.02,0.07,0.04,0.06,DF,
230,Steven Baseya,FRA,Strasbourg,Ligue 1,18.0,2005.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
231,Chris Basham,ENG,Sheffield Utd,Premier League,35.0,1988.0,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,DF,MF
232,Toma Bašić,CRO,Salernitana,Serie A,26.0,1996.0,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,11.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,MF,
233,Calvin Bassey,NGA,Fulham,Premier League,23.0,1999.0,29,25,2303,25.6,1,0,1,1,0,0,6,1,0.3,0.3,0.0,0.4,15.0,62.0,4.0,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01,DF,
234,Alessandro Bastoni,ITA,Inter,Serie A,24.0,1999.0,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63.0,142.0,77.0,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,DF,
235,Simone Bastoni,ITA,Empoli,Serie A,26.0,1996.0,16,9,745,8.3,1,0,1,1,0,0,3,0,0.4,0.4,0.5,0.9,12.0,31.0,26.0,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11,MF,DF
236,Augusto Batalla,ARG,Granada,La Liga,27.0,1996.0,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
237,Daniel Batz,GER,Mainz 05,Bundesliga,32.0,1991.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
238,Maximilian Bauer,GER,Augsburg,Bundesliga,23.0,2000.0,14,9,810,9.0,1,0,1,1,0,0,3,0,1.4,1.4,0.0,1.4,2.0,25.0,1.0,0.11,0.0,0.11,0.11,0.11,0.15,0.0,0.15,0.15,0.15,DF,
239,Elias Baum,GER,Eint Frankfurt,Bundesliga,17.0,2005.0,4,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,MF
240,Oliver Baumann,GER,Hoffenheim,Bundesliga,33.0,1990.0,34,34,3060,34.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,GK,
241,Christoph Baumgartner,AUT,RB Leipzig,Bundesliga,23.0,1999.0,32,11,1158,12.9,5,1,6,5,0,0,3,0,3.7,3.7,1.6,5.2,36.0,47.0,86.0,0.39,0.08,0.47,0.39,0.47,0.28,0.12,0.41,0.28,0.41,MF,FW
242,Bebé,CPV,Rayo Vallecano,La Liga,33.0,1990.0,19,0,212,2.4,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,17.0,6.0,24.0,0.85,0.0,0.85,0.42,0.42,0.61,0.09,0.7,0.28,0.37,MF,FW
243,Ihlas Bebou,TOG,Hoffenheim,Bundesliga,29.0,1994.0,32,16,1636,18.2,7,5,12,7,0,0,3,0,4.9,4.9,2.6,7.5,42.0,38.0,145.0,0.39,0.28,0.66,0.39,0.66,0.27,0.14,0.41,0.27,0.41,FW,DF
244,Mohamed Bechikh,FRA,Strasbourg,Ligue 1,18.0,2005.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,MF
245,Adrian Beck,GER,Heidenheim,Bundesliga,26.0,1997.0,23,11,974,10.8,1,1,2,1,0,0,1,0,1.7,1.7,0.8,2.5,17.0,29.0,43.0,0.09,0.09,0.18,0.09,0.18,0.16,0.07,0.23,0.16,0.23,MF,FW
246,Owen Beck,WAL,Liverpool,Premier League,20.0,2002.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
247,Sheraldo Becker,SUR,Real Sociedad,La Liga,28.0,1995.0,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,28.0,13.0,87.0,0.23,0.23,0.47,0.23,0.47,0.17,0.21,0.38,0.17,0.38,FW,MF
248,Sheraldo Becker,SUR,Union Berlin,Bundesliga,28.0,1995.0,11,7,645,7.2,0,1,1,0,0,0,0,0,0.8,0.8,1.8,2.6,32.0,20.0,73.0,0.0,0.14,0.14,0.0,0.14,0.12,0.25,0.37,0.12,0.37,FW,MF
249,Chris Bedia,CIV,Union Berlin,Bundesliga,27.0,1996.0,7,0,145,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,1.0,1.0,6.0,0.62,0.0,0.62,0.62,0.62,0.13,0.11,0.24,0.13,0.24,FW,MF
250,Donny van de Beek,NED,Manchester Utd,Premier League,26.0,1997.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,5.54,DF,
251,Donny van de Beek,NED,Eint Frankfurt,Bundesliga,26.0,1997.0,8,4,357,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12,MF,FW
252,Yanis Begraoui,MAR,Toulouse,Ligue 1,22.0,2001.0,14,3,300,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,9.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15,FW,MF
253,Kevin Behrens,GER,Wolfsburg,Bundesliga,32.0,1991.0,13,7,616,6.8,1,1,2,1,0,0,1,0,1.6,1.6,0.9,2.5,7.0,17.0,41.0,0.15,0.15,0.29,0.15,0.29,0.23,0.13,0.36,0.23,0.36,FW,
254,Kevin Behrens,GER,Union Berlin,Bundesliga,32.0,1991.0,18,14,1262,14.0,4,0,4,4,0,0,3,0,6.0,6.0,0.9,6.9,11.0,45.0,93.0,0.29,0.0,0.29,0.29,0.29,0.43,0.06,0.5,0.43,0.5,FW,
255,Maximilian Beier,GER,Hoffenheim,Bundesliga,20.0,2002.0,33,29,2420,26.9,16,1,17,16,0,0,0,0,11.4,11.4,2.4,13.8,61.0,30.0,224.0,0.6,0.04,0.63,0.6,0.63,0.43,0.09,0.51,0.43,0.51,FW,MF
256,Jérémie Bela,ANG,Clermont Foot,Ligue 1,30.0,1993.0,12,1,203,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,14.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15,MF,FW
257,Reda Belahyane,FRA,Hellas Verona,Serie A,19.0,2004.0,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,MF,
258,Reda Belahyane,FRA,Nice,Ligue 1,19.0,2004.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
259,Amari'i Bell,JAM,Luton Town,Premier League,29.0,1994.0,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,DF,
260,Stefan Bell,GER,Mainz 05,Bundesliga,31.0,1991.0,10,8,666,7.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,DF,
261,Alaa Bellaarouch,MAR,Strasbourg,Ligue 1,21.0,2002.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
262,Raoul Bellanova,ITA,Torino,Serie A,23.0,2000.0,37,36,3046,33.8,1,7,8,1,0,0,5,0,2.0,2.0,5.0,7.1,141.0,98.0,202.0,0.03,0.21,0.24,0.03,0.24,0.06,0.15,0.21,0.06,0.21,DF,
263,Jean-Ricner Bellegarde,FRA,Wolves,Premier League,25.0,1998.0,22,10,958,10.6,2,1,3,2,0,0,0,1,1.6,1.6,1.0,2.5,30.0,39.0,49.0,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24,MF,FW
264,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,25.0,1998.0,3,3,269,3.0,2,2,4,2,0,0,2,0,0.6,0.6,1.5,2.1,9.0,11.0,10.0,0.67,0.67,1.34,0.67,1.34,0.19,0.51,0.69,0.19,0.69,MF,FW
265,Héctor Bellerín,ESP,Betis,La Liga,28.0,1995.0,23,20,1711,19.0,0,1,1,0,0,0,0,1,0.2,0.2,1.6,1.7,32.0,81.0,80.0,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.09,0.01,0.09,DF,
266,Jude Bellingham,ENG,Real Madrid,La Liga,20.0,2003.0,28,27,2315,25.7,19,6,25,18,1,1,5,1,11.1,10.3,5.3,15.6,85.0,196.0,177.0,0.74,0.23,0.97,0.7,0.93,0.43,0.21,0.64,0.4,0.61,MF,
267,Jeanuël Belocian,FRA,Rennes,Ligue 1,18.0,2005.0,23,16,1448,16.1,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,16.0,60.0,37.0,0.0,0.06,0.06,0.0,0.06,0.03,0.02,0.06,0.03,0.06,DF,
268,Andrea Belotti,ITA,Fiorentina,Serie A,29.0,1993.0,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10.0,15.0,60.0,0.28,0.0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41,FW,
269,Andrea Belotti,ITA,Roma,Serie A,29.0,1993.0,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15.0,8.0,49.0,0.4,0.27,0.66,0.4,0.66,0.32,0.16,0.48,0.32,0.48,FW,
